#code|abbreviation|type|name|unit|scale|reference|width|crex_unit|crex_scale|crex_width
002020|satelliteClassification|long|SATELLITE CLASSIFICATION|CODETABLE|0|0|9|CODE TABLE|0|3
002021|satelliteInstrumentDataUsedInProcessing|long|SATELLITE INSTRUMENT DATA USED IN PROCESSING|FLAGTABLE|0|0|9|FLAG TABLE|0|3
002022|satelliteDataProcessingTechniqueUsed|long|SATELLITE DATA-PROCESSING TECHNIQUE USED|FLAGTABLE|0|0|8|FLAG TABLE|0|3
002023|satelliteDerivedWindComputationMethod|long|SATELLITE-DERIVED WIND COMPUTATION METHOD|CODETABLE|0|0|4|CODE TABLE|0|2
002024|meanHumidityComputationalMethod|long|INTEGRATED MEAN HUMIDITY COMPUTATIONAL METHOD|CODETABLE|0|0|4|CODE TABLE|0|2
002025|satelliteChannelsUsedInComputation|long|SATELLITE CHANNEL(S) USED IN COMPUTATION|FLAGTABLE|0|0|25|FLAG TABLE|0|9
002026|crossTrackResolution|double|CROSS-TRACK RESOLUTION|M|2|0|12|M|2|4
002027|alongTrackResolution|double|ALONG-TRACK RESOLUTION|M|2|0|12|M|2|4
002028|segmentSizeAtNadirInXDirection|long|SEGMENT SIZE AT NADIR IN X-DIRECTION|M|0|0|18|M|0|6
002029|segmentSizeAtNadirInYDirection|long|SEGMENT SIZE AT NADIR IN Y-DIRECTION|M|0|0|18|M|0|6
002030|methodOfCurrentMeasurement|long|METHOD OF CURRENT MEASUREMENT|CODETABLE|0|0|3|CODE TABLE|0|1
002031|durationAndTimeOfCurrentMeasurement|long|DURATION AND TIME OF CURRENT MEASUREMENT|CODETABLE|0|0|5|CODE TABLE|0|2
002032|indicatorForDigitization|long|INDICATOR FOR DIGITIZATION|CODETABLE|0|0|2|CODE TABLE|0|1
002033|methodOfSalinityOrDepthMeasurement|long|METHOD OF SALINITY/DEPTH MEASUREMENT|CODETABLE|0|0|3|CODE TABLE|0|1
002034|drogueType|long|DROGUE TYPE|CODETABLE|0|0|5|CODE TABLE|0|2
002035|cableLength|long|CABLE LENGTH|M|0|0|9|M|0|3
002036|buoyType|long|BUOY TYPE|CODETABLE|0|0|2|CODE TABLE|0|1
002037|methodOfTidalObservation|long|METHOD OF TIDAL OBSERVATION|CODETABLE|0|0|3|CODE TABLE|0|1
002038|methodOfWaterTemperatureAndOrOrSalinityMeasurement|long|METHOD OF WATER TEMPERATURE AND/OR SALINITY MEASUREMENT|CODETABLE|0|0|4|CODE TABLE|0|2
002039|methodOfWetBulbTemperatureMeasurement|long|METHOD OF WET-BULB TEMPERATURE MEASUREMENT|CODETABLE|0|0|3|CODE TABLE|0|1
002040|methodOfRemovingVelocityAndMotionOfPlatformFromCurrent|long|METHOD OF REMOVING VELOCITY AND MOTION OF PLATFORM FROM CURRENT|CODETABLE|0|0|4|CODE TABLE|0|2
002041|methodForEstimatingReportsRelatedToSynopticFeatures|long|METHOD FOR ESTIMATING REPORTS RELATED TO SYNOPTIC FEATURES|CODETABLE|0|0|6|CODE TABLE|0|2
002042|indicatorForSeaSurfaceCurrentSpeed|long|INDICATOR FOR SEA SURFACE CURRENT SPEED|CODETABLE|0|0|2|CODE TABLE|0|1
002044|indicatorForMethodOfCalculatingSpectralWaveData|long|INDICATOR FOR METHOD OF CALCULATING SPECTRAL WAVE DATA|CODETABLE|0|0|4|CODE TABLE|0|2
002045|indicatorForTypeOfPlatform|long|INDICATOR FOR TYPE OF PLATFORM|CODETABLE|0|0|4|CODE TABLE|0|2
002046|waveMeasurementInstrumentation|long|WAVE MEASUREMENT INSTRUMENTATION|CODETABLE|0|0|4|CODE TABLE|0|2
002047|deepOceanTsunameterType|long|DEEP-OCEAN TSUNAMETER TYPE|CODETABLE|0|0|7|CODE TABLE|0|2
002048|satelliteSensorIndicator|long|SATELLITE SENSOR INDICATOR|CODETABLE|0|0|4|CODE TABLE|0|2
002049|geostationarySatelliteDataProcessingTechniqueUsed|long|GEOSTATIONARY SATELLITE DATA-PROCESSING TECHNIQUE USED|FLAGTABLE|0|0|8|FLAG TABLE|0|3
002050|geostationarySounderSatelliteChannelsUsed|long|GEOSTATIONARY SOUNDER SATELLITE CHANNELS USED|FLAGTABLE|0|0|20|FLAG TABLE|0|7
002051|indicatorToSpecifyObservingMethodForExtremeTemperatures|long|INDICATOR TO SPECIFY OBSERVING METHOD FOR EXTREME TEMPERATURES|CODETABLE|0|0|4|CODE TABLE|0|2
002052|geostationaryImagerSatelliteChannelsUsed|long|GEOSTATIONARY IMAGER SATELLITE CHANNELS USED|FLAGTABLE|0|0|6|FLAG TABLE|0|2
002053|goesBrightnessTemperatureCharacteristics|long|GOES-I/M BRIGHTNESS TEMPERATURE CHARACTERISTICS|CODETABLE|0|0|4|CODE TABLE|0|2
002054|goesSoundingsParameter|long|GOES-I/M SOUNDINGS PARAMETER CHARACTERISTICS|CODETABLE|0|0|4|CODE TABLE|0|2
002055|geostationarySoundingsStatisticalParameters|long|GEOSTATIONARY SOUNDINGS STATISTICAL PARAMETERS|CODETABLE|0|0|4|CODE TABLE|0|2
002056|geostationarySoundingsAccuracyStatistics|long|GEOSTATIONARY SOUNDINGS ACCURACY STATISTICS|CODETABLE|0|0|4|CODE TABLE|0|2
002057|originOfFirstGuessInformationForGoesIOrMSoundings|long|ORIGIN OF FIRST-GUESS INFORMATION FOR GOES-I/M SOUNDINGS|CODETABLE|0|0|4|CODE TABLE|0|2
002058|validTimesOfFirstGuessInformationForGoesIOrMSoundings|long|VALID TIMES OF FIRST GUESS INFORMATION FOR GOES-I/M SOUNDINGS|CODETABLE|0|0|4|CODE TABLE|0|2
002059|originOfAnalysisInformationForGoesIOrMSoundings|long|ORIGIN OF ANALYSIS INFORMATION FOR GOES-I/M SOUNDINGS|CODETABLE|0|0|4|CODE TABLE|0|2
002060|originOfSurfaceInformationForGoesIOrMSoundings|long|ORIGIN OF SURFACE INFORMATION FOR GOES-I/M SOUNDINGS|CODETABLE|0|0|4|CODE TABLE|0|2
002061|aircraftNavigationalSystem|long|AIRCRAFT NAVIGATIONAL SYSTEM|CODETABLE|0|0|3|CODE TABLE|0|1
002062|typeOfAircraftDataRelaySystem|long|TYPE OF AIRCRAFT DATA RELAY SYSTEM|CODETABLE|0|0|4|CODE TABLE|0|2
002063|aircraftRollAngle|double|AIRCRAFT ROLL ANGLE|DEG|2|-18000|16|DEG|2|5
002064|aircraftRollAngleQuality|long|AIRCRAFT ROLL ANGLE QUALITY|CODETABLE|0|0|2|CODE TABLE|0|1
002065|acarsGroundReceivingStation|string|ACARS GROUND-RECEIVING STATION|CCITTIA5|0|0|40|CHARACTER|0|5
002066|radiosondeGroundReceivingSystem|long|RADIOSONDE GROUND RECEIVING SYSTEM|CODETABLE|0|0|6|CODE TABLE|0|2
002067|radiosondeOperatingFrequency|long|RADIOSONDE OPERATING FREQUENCY|HZ|-5|0|15|HZ|-5|5
002070|originalSpecificationOfLatitudeOrLongitude|long|ORIGINAL SPECIFICATION OF LATITUDE/LONGITUDE|CODETABLE|0|0|4|CODE TABLE|0|2
002071|spectrographicWavelength|double|SPECTROGRAPHIC WAVELENGTH|M|13|0|30|M|13|10
002072|spectrographicWidth|double|SPECTROGRAPHIC WIDTH|M|13|0|30|M|13|10
002080|balloonManufacturer|long|BALLOON MANUFACTURER|CODETABLE|0|0|6|CODE TABLE|0|2
002081|typeOfBalloon|long|TYPE OF BALLOON|CODETABLE|0|0|5|CODE TABLE|0|2
002082|weightOfBalloon|double|WEIGHT OF BALLOON|KG|3|0|12|KG|3|4
002083|typeOfBalloonShelter|long|TYPE OF BALLOON SHELTER|CODETABLE|0|0|4|CODE TABLE|0|2
002084|typeOfGasUsedInBalloon|long|TYPE OF GAS USED IN BALLOON|CODETABLE|0|0|4|CODE TABLE|0|2
002085|amountOfGasUsedInBalloon|double|AMOUNT OF GAS USED IN BALLOON|KG|3|0|13|KG|3|4
002086|balloonFlightTrainLength|double|BALLOON FLIGHT TRAIN LENGTH|M|1|0|10|M|1|4
002091|entrySensor4Or20Ma|double|ENTRY SENSOR 4/20 MA|A|4|0|10|A|4|3
002095|typeOfPressureSensor|long|TYPE OF PRESSURE SENSOR|CODETABLE|0|0|5|CODE TABLE|0|2
002096|typeOfTemperatureSensor|long|TYPE OF TEMPERATURE SENSOR|CODETABLE|0|0|5|CODE TABLE|0|2
002097|typeOfHumiditySensor|long|TYPE OF HUMIDITY SENSOR|CODETABLE|0|0|5|CODE TABLE|0|2
002098|typeOfWaveSensor|long|TYPE OF WAVE SENSOR|CODETABLE|0|0|4|CODE TABLE|0|2
002099|polarization|long|POLARIZATION|CODETABLE|0|0|3|CODE TABLE|0|1
002100|radarConstant|double|RADAR CONSTANT|DB|1|0|12|DB|1|4
002101|typeOfAntenna|long|TYPE OF ANTENNA|CODETABLE|0|0|4|CODE TABLE|0|2
002102|antennaHeightAboveTowerBase|long|ANTENNA HEIGHT ABOVE TOWER BASE|M|0|0|8|M|0|3
002103|radome|long|RADOME|FLAGTABLE|0|0|2|FLAG TABLE|0|1
002104|antennaPolarization|long|ANTENNA POLARIZATION|CODETABLE|0|0|4|CODE TABLE|0|2
002105|maximumAntennaGain|long|MAXIMUM ANTENNA GAIN|DB|0|0|6|DB|0|2
002106|3DbBeamwidth|double|3-DB BEAMWIDTH|DEG|1|0|6|DEG|1|2
002107|sidelobeSuppression|long|SIDELOBE SUPPRESSION|DB|0|0|6|DB|0|2
002108|crosspolDiscriminationOnAxis|long|CROSSPOL DISCRIMINATION (ON AXIS)|DB|0|0|6|DB|0|2
002109|antennaSpeedAzimuth|double|ANTENNA SPEED (AZIMUTH)|DEG/S|2|0|12|DEG/S|2|4
002110|antennaSpeedElevation|double|ANTENNA SPEED (ELEVATION)|DEG/S|2|0|12|DEG/S|2|4
002111|radarIncidenceAngle|double|RADAR INCIDENCE ANGLE|DEG|1|0|10|DEG|1|4
002112|radarLookAngle|double|RADAR LOOK ANGLE|DEG|1|0|12|DEG|1|4
002113|numberOfAzimuthLooks|long|NUMBER OF AZIMUTH LOOKS|NUMERIC|0|0|4|NUMERIC|0|2
002114|antennaEffectiveSurfaceArea|long|ANTENNA EFFECTIVE SURFACE AREA|M2|0|0|15|M2|0|5
002115|typeOfSurfaceObservingEquipment|long|TYPE OF SURFACE OBSERVING EQUIPMENT|CODETABLE|0|0|5|CODE TABLE|0|2
002116|percentageOf320MhzBandProcessed|long|PERCENTAGE OF 320 MHZ BAND PROCESSED|%|0|0|7|%|0|3
002117|percentageOf80MhzBandProcessed|long|PERCENTAGE OF 80 MHZ BAND PROCESSED|%|0|0|7|%|0|3
002118|percentageOf20MhzBandProcessed|long|PERCENTAGE OF 20 MHZ BAND PROCESSED|%|0|0|7|%|0|3
002119|instrumentOperations|long|INSTRUMENT OPERATIONS|CODETABLE|0|0|3|CODE TABLE|0|1
002120|oceanWaveFrequency|double|OCEAN WAVE FREQUENCY|HZ|3|0|10|HZ|3|4
002121|meanFrequency|long|MEAN FREQUENCY|HZ|-8|0|7|HZ|-8|3
002122|frequencyAgilityRange|long|FREQUENCY AGILITY RANGE|HZ|-6|-128|8|HZ|-6|3
002123|peakPower|long|PEAK POWER|W|-4|0|7|W|-4|3
002124|averagePower|long|AVERAGE POWER|W|-1|0|7|W|-1|3
002125|pulseRepetitionFrequency|long|PULSE REPETITION FREQUENCY|HZ|-1|0|8|HZ|-1|3
002126|pulseWidth|double|PULSE WIDTH|S|7|0|6|S|7|2
002127|receiverIntermediateFrequency|long|RECEIVER INTERMEDIATE FREQUENCY|HZ|-6|0|7|HZ|-6|3
002128|intermediateFrequencyBandwidth|long|INTERMEDIATE FREQUENCY BANDWIDTH|HZ|-5|0|6|HZ|-5|2
002129|minimumDetectableSignal|long|MINIMUM DETECTABLE SIGNAL|DB|0|-150|5|DB|0|3
002130|dynamicRange|long|DYNAMIC RANGE|DB|0|0|7|DB|0|3
002131|sensitivityTimeControlStc|long|SENSITIVITY TIME CONTROL (STC)|FLAGTABLE|0|0|2|FLAG TABLE|0|1
002132|azimuthPointingAccuracy|double|AZIMUTH POINTING ACCURACY|DEG|2|0|6|DEG|2|2
002133|elevationPointingAccuracy|double|ELEVATION POINTING ACCURACY|DEG|2|0|6|DEG|2|2
002134|antennaBeamAzimuth|double|ANTENNA BEAM AZIMUTH|DEG|2|0|16|DEG|2|5
002135|antennaElevation|double|ANTENNA ELEVATION|DEG|2|-9000|15|DEG|2|5
002136|rangeProcessedByRangeAttenuationCorrection|long|RANGE PROCESSED BY RANGE ATTENUATION CORRECTION|M|-3|0|16|M|-3|5
002137|radarDualPrfRatio|long|RADAR DUAL PRF RATIO|CODETABLE|0|0|4|CODE TABLE|0|2
002138|antennaRotationDirection|long|ANTENNA ROTATION DIRECTION|CODETABLE|0|0|2|CODE TABLE|0|1
002140|satelliteRadarBeamAzimuthAngle|long|SATELLITE RADAR BEAM AZIMUTH ANGLE|DEG|0|0|9|DEG|0|3
002141|measurementType|string|MEASUREMENT TYPE|CCITTIA5|0|0|24|CHARACTER|0|3
002142|ozoneInstrument|string|OZONE INSTRUMENT SERIAL NUMBER/IDENTIFICATION|CCITTIA5|0|0|32|CHARACTER|0|4
002143|ozoneInstrumentType|long|OZONE INSTRUMENT TYPE|CODETABLE|0|0|7|CODE TABLE|0|3
002144|lightSourceTypeForBrewerSpectrophotometer|long|LIGHT SOURCE TYPE FOR BREWER SPECTROPHOTOMETER|CODETABLE|0|0|4|CODE TABLE|0|2
002145|wavelengthSettingForDobsonInstruments|long|WAVELENGTH SETTING FOR DOBSON INSTRUMENTS|CODETABLE|0|0|4|CODE TABLE|0|2
