ymd,time,latitude,longitude,altitude,pressure,windSpeed,windDirection,temperature
20150101,05:37:10,51.46366 ,2.0095 ,2553.0,742.40 ,19.04 ,88.77 ,12.93 
20150101,05:37:11,51.46296 ,2.0102 ,2553.0,742.46 ,18.96 ,89.76 ,12.90 
20150101,05:37:12,51.46226 ,2.0110 ,2552.0,742.48 ,19.03 ,89.55 ,12.94 
20150101,05:37:13,51.46156 ,2.0117 ,2552.0,742.40 ,18.97 ,89.18 ,12.89 
20150101,05:37:14,51.46087 ,2.0124 ,2552.0,742.54 ,19.12 ,89.01 ,12.88 
20150101,05:37:15,51.46017 ,2.0132 ,2552.0,742.48 ,19.18 ,89.28 ,12.95 
20150101,05:37:16,51.45947 ,2.0139 ,2552.0,742.70 ,19.05 ,88.65 ,13.01 
20150101,05:37:17,51.45878 ,2.0146 ,2552.0,742.40 ,19.49 ,88.38 ,13.04 
20150101,05:37:18,51.45808 ,2.0154 ,2552.0,742.50 ,19.64 ,88.37 ,13.06 
20150101,05:37:19,51.45739 ,2.0161 ,2552.0,742.30 ,19.56 ,87.36 ,13.11 
20150101,05:37:20,51.45670 ,2.0168 ,2551.0,742.48 ,19.67 ,88.22 ,13.12 
20150101,05:37:21,51.45600 ,2.0175 ,2551.0,742.42 ,19.66 ,87.64 ,13.14 
20150101,05:37:22,51.45531 ,2.0183 ,2551.0,742.42 ,19.82 ,86.73 ,13.19 
20150101,05:37:23,51.45462 ,2.0190 ,2551.0,742.66 ,19.97 ,86.84 ,13.24 
20150101,05:37:24,51.45393 ,2.0197 ,2550.0,742.72 ,19.14 ,88.26 ,13.24 
20150101,05:37:25,51.45324 ,2.0204 ,2550.0,742.68 ,19.32 ,87.69 ,13.28 
20150101,05:37:26,51.45255 ,2.0212 ,2549.0,742.70 ,19.29 ,87.74 ,13.27 
20150101,05:37:27,51.45186 ,2.0219 ,2549.0,742.58 ,19.31 ,87.45 ,13.34 
20150101,05:37:28,51.45117 ,2.0226 ,2549.0,742.48 ,19.05 ,87.32 ,13.34 
20150101,05:37:29,51.45048 ,2.0233 ,2548.0,742.54 ,19.06 ,86.75 ,13.36 
20150101,05:37:30,51.44980 ,2.0241 ,2548.0,742.72 ,18.84 ,86.56 ,13.36 
20150101,05:37:31,51.44911 ,2.0248 ,2548.0,742.56 ,19.01 ,86.95 ,13.35 
20150101,05:37:32,51.44856 ,2.0254 ,2548.0,742.58 ,19.09 ,86.76 ,13.42 
20150101,05:37:33,51.44774 ,2.0262 ,2549.0,742.48 ,19.02 ,86.02 ,13.46 
20150101,05:37:34,51.44719 ,2.0268 ,2549.0,742.40 ,18.97 ,86.71 ,13.46 
20150101,05:37:35,51.44637 ,2.0277 ,2549.0,742.52 ,19.03 ,86.81 ,13.50 
20150101,05:37:36,51.44582 ,2.0282 ,2549.0,742.46 ,19.08 ,87.69 ,13.52 
20150101,05:37:37,51.44500 ,2.0291 ,2549.0,742.60 ,18.94 ,87.25 ,13.57 
20150101,05:37:38,51.44446 ,2.0297 ,2549.0,742.60 ,18.89 ,87.57 ,13.60 
20150101,05:37:39,51.44377 ,2.0304 ,2549.0,742.66 ,18.89 ,88.48 ,13.57 
20150101,05:37:40,51.44295 ,2.0312 ,2549.0,742.50 ,18.79 ,88.90 ,13.65 
20150101,05:37:41,51.44241 ,2.0318 ,2549.0,742.40 ,19.04 ,88.92 ,13.67 
20150101,05:37:42,51.44173 ,2.0325 ,2550.0,742.44 ,18.96 ,89.12 ,13.71 
20150101,05:37:43,51.44105 ,2.0332 ,2550.0,742.34 ,19.05 ,88.92 ,13.75 
20150101,05:37:44,51.44037 ,2.0340 ,2550.0,742.44 ,19.15 ,90.00 ,13.70 
20150101,05:37:45,51.43969 ,2.0347 ,2550.0,742.44 ,18.94 ,89.15 ,13.78 
20150101,05:37:46,51.43901 ,2.0354 ,2551.0,742.40 ,19.10 ,90.27 ,13.74 
20150101,05:37:47,51.43833 ,2.0361 ,2552.0,742.34 ,19.45 ,90.77 ,13.74 
20150101,05:37:48,51.43752 ,2.0369 ,2552.0,742.32 ,19.65 ,90.73 ,13.77 
20150101,05:37:49,51.43698 ,2.0375 ,2553.0,742.22 ,19.68 ,90.82 ,13.79 
20150101,05:37:50,51.43617 ,2.0383 ,2553.0,742.20 ,19.57 ,91.64 ,13.81 
20150101,05:37:51,51.43563 ,2.0389 ,2554.0,742.14 ,19.45 ,91.21 ,13.87 
20150101,05:37:52,51.43482 ,2.0398 ,2554.0,742.12 ,19.60 ,90.35 ,13.88 
20150101,05:37:53,51.43428 ,2.0403 ,2554.0,742.10 ,18.98 ,90.66 ,13.90 
20150101,05:37:54,51.43347 ,2.0412 ,2554.0,742.18 ,18.95 ,89.06 ,13.93 
20150101,05:37:55,51.43293 ,2.0417 ,2554.0,742.16 ,18.98 ,87.92 ,13.93 
20150101,05:37:56,51.43227 ,2.0424 ,2554.0,742.24 ,19.15 ,88.50 ,13.89 
20150101,05:37:57,51.43159 ,2.0431 ,2554.0,742.20 ,18.86 ,88.21 ,13.91 
20150101,05:37:58,51.43092 ,2.0438 ,2554.0,742.06 ,18.80 ,88.54 ,13.89 
20150101,05:37:59,51.43025 ,2.0445 ,2554.0,742.10 ,18.98 ,89.64 ,13.89 
20150101,05:38:00,51.42945 ,2.0454 ,2554.0,742.16 ,18.91 ,89.70 ,13.92 
20150101,05:38:01,51.42891 ,2.0459 ,2555.0,742.14 ,18.91 ,89.12 ,13.91 
20150101,05:38:02,51.42824 ,2.0466 ,2555.0,742.12 ,18.82 ,89.36 ,13.94 
20150101,05:38:03,51.42758 ,2.0473 ,2555.0,742.02 ,18.56 ,89.75 ,13.93 
20150101,05:38:04,51.42691 ,2.0480 ,2555.0,741.92 ,18.64 ,89.48 ,13.93 
20150101,05:38:05,51.42624 ,2.0487 ,2556.0,742.12 ,18.72 ,89.02 ,13.94 
20150101,05:38:06,51.42557 ,2.0494 ,2556.0,741.94 ,18.61 ,89.20 ,13.93 
20150101,05:38:07,51.42490 ,2.0501 ,2556.0,741.98 ,18.80 ,89.66 ,13.95 
20150101,05:38:08,51.42424 ,2.0508 ,2556.0,742.00 ,18.98 ,89.61 ,13.88 
20150101,05:38:09,51.42344 ,2.0516 ,2556.0,741.86 ,18.71 ,89.60 ,13.87 
20150101,05:38:10,51.42291 ,2.0522 ,2557.0,741.88 ,18.74 ,89.72 ,13.90 
20150101,05:38:11,51.42224 ,2.0529 ,2557.0,741.86 ,18.61 ,90.03 ,13.94 
20150101,05:45:15,51.15340 ,2.3331 ,3086.0,695.96 ,18.43 ,99.02 ,11.88 
20150101,05:45:16,51.15277 ,2.3338 ,3085.0,695.94 ,18.38 ,99.05 ,11.92 
20150101,05:45:17,51.15214 ,2.3344 ,3085.0,695.94 ,18.31 ,98.23 ,11.99 
20150101,05:45:18,51.15151 ,2.3351 ,3085.0,695.98 ,18.77 ,98.64 ,11.94 
20150101,05:45:19,51.15089 ,2.3357 ,3084.0,695.98 ,18.85 ,98.20 ,11.86 
20150101,05:45:20,51.15025 ,2.3364 ,3084.0,696.04 ,18.69 ,98.27 ,11.86 
20150101,05:45:21,51.14963 ,2.3371 ,3084.0,696.02 ,18.50 ,98.86 ,11.85 
20150101,05:45:22,51.14899 ,2.3377 ,3084.0,696.16 ,18.60 ,97.66 ,11.89 
20150101,05:45:23,51.14836 ,2.3384 ,3084.0,696.04 ,18.65 ,98.39 ,11.94 
20150101,05:45:24,51.14773 ,2.3390 ,3083.0,696.14 ,18.33 ,99.42 ,12.00 
20150101,05:45:25,51.14710 ,2.3397 ,3083.0,696.18 ,18.32 ,98.28 ,12.05 
20150101,05:45:26,51.14647 ,2.3404 ,3083.0,696.18 ,18.54 ,97.09 ,12.05 
20150101,05:45:27,51.14583 ,2.3410 ,3083.0,696.14 ,18.53 ,96.26 ,12.03 
20150101,05:45:28,51.14520 ,2.3417 ,3082.0,696.24 ,18.54 ,96.85 ,11.98 
20150101,05:45:29,51.14456 ,2.3424 ,3082.0,696.26 ,18.47 ,97.91 ,12.04 
20150101,05:45:30,51.14392 ,2.3430 ,3082.0,696.16 ,18.49 ,97.83 ,12.07 
20150101,05:45:31,51.14328 ,2.3437 ,3082.0,696.32 ,18.88 ,96.75 ,12.06 
20150101,05:45:32,51.14264 ,2.3444 ,3082.0,696.28 ,18.78 ,97.59 ,12.04 
20150101,05:45:33,51.14200 ,2.3450 ,3081.0,696.24 ,19.18 ,97.85 ,11.94 
20150101,05:45:34,51.14137 ,2.3457 ,3081.0,696.18 ,19.32 ,98.90 ,11.89 
20150101,05:45:35,51.14073 ,2.3464 ,3082.0,696.38 ,19.24 ,99.30 ,11.90 
20150101,05:45:36,51.14009 ,2.3470 ,3082.0,696.32 ,19.42 ,99.04 ,11.95 
20150101,05:45:37,51.13945 ,2.3477 ,3081.0,696.42 ,19.30 ,99.94 ,12.01 
20150101,05:45:38,51.13881 ,2.3484 ,3081.0,696.42 ,19.02 ,99.29 ,12.08 
20150101,05:45:39,51.13817 ,2.3490 ,3080.0,696.46 ,19.15 ,98.20 ,12.13 
20150101,05:45:40,51.13753 ,2.3497 ,3079.0,696.52 ,19.25 ,98.24 ,12.11 
20150101,05:45:41,51.13689 ,2.3504 ,3078.0,696.58 ,19.28 ,98.89 ,12.07 
